id,lighting,distance,side,rotation,trial,time,frame,annotation,confidence,filename
c05,Lr,D30,Sc00,Rr,08,1,12, left, 0.90,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,1,13, left, 0.98,c05_Lr_D30_Sc00_Rr_08_1.txt
c05,Lr,D30,Sc00,Rr,08,2,4, left, 0.48,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,5, left, 0.60,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,6, away, 0.55,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,7, away, 0.64,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,8, left, 0.56,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,9, away, 0.58,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,10, left, 0.54,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,11, left, 0.65,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,12, left, 0.67,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,08,2,13, left, 0.79,c05_Lr_D30_Sc00_Rr_08_2.txt
c05,Lr,D30,Sc00,Rr,09,1,4, left, 0.80,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,5, left, 0.67,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,6, left, 0.88,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,7, left, 0.82,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,8, left, 0.70,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,9, left, 0.90,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,10, left, 0.83,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,11, left, 0.92,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,12, left, 0.66,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,1,13, left, 0.91,c05_Lr_D30_Sc00_Rr_09_1.txt
c05,Lr,D30,Sc00,Rr,09,2,4, left, 0.86,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,5, left, 0.65,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,6, left, 0.94,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,7, left, 0.58,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,8, left, 0.92,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,9, left, 0.49,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,10, left, 0.94,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,11, left, 0.56,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,12, left, 0.93,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,09,2,13, left, 0.63,c05_Lr_D30_Sc00_Rr_09_2.txt
c05,Lr,D30,Sc00,Rr,10,1,4, left, 0.92,c05_Lr_D30_Sc00_Rr_10_1.txt
c05,Lr,D30,Sc00,Rr,10,1,5, left, 0.73,c05_Lr_D30_Sc00_Rr_10_1.txt
c05,Lr,D30,Sc00,Rr,10,1,6, left, 0.91,c05_Lr_D30_Sc00_Rr_10_1.txt
c05,Lr,D30,Sc00,Rr,10,1,7, away, 0.61,c05_Lr_D30_Sc00_Rr_10_1.txt
c05,Lr,D30,Sc00,Rr,10,1,8, left, 0.90,c05_Lr_D30_Sc00_Rr_10_1.txt
c05,Lr,D30,Sc00,Rr,10,1,9, left, 0.65,c05_Lr_D30_Sc00_Rr_10_1.txt
c05,Lr,D30,Sc00,Rr,10,1,10, left, 0.82,c05_Lr_D30_Sc00_Rr_10_1.txt
c05,Lr,D30,Sc00,Rr,10,1,11, left, 0.67,c05_Lr_D30_Sc00_Rr_10_1.txt
